time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
23.0,14.1,0.5,739.5,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502720092998119,66.2,89.6,998.215833333333,3593577.0,0.0,0.0,5.13541666666667,4.10833333333333,3.8515625,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,24.0,3.84,61.0,0.0,998.215833333333,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.63999999999999,91.0,14.603,742.8,25.12,14.755,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.5,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.374884483965786,15.480000000000011
24.0,14.1,0.5,739.5,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502720092998119,66.2,89.6,998.215833333333,3593577.0,0.0,0.0,5.13541666666667,4.10833333333333,3.8515625,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,24.0,3.84,61.0,0.0,998.215833333333,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.63999999999999,91.0,14.603,742.8,25.12,14.755,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.5,4.442,0.0,14.5596411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.374884483965786,15.480000000000011
25.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.502652111917253,66.2,89.6,998.216388888889,3593579.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,10.0,3.84,61.0,0.0,998.216388888889,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.63999999999999,91.0,14.603,742.8,25.12,14.755,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5596411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.480000000000011
26.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.502652111917253,66.2,89.6,998.216388888889,3593579.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,10.0,3.84,61.0,0.0,998.216388888889,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.38,91.0,14.605,743.6,24.68,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.299999999999999
27.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.216944444444,3593581.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,24.0,3.84,2.0,0.0,998.216944444444,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.38,91.0,14.605,743.6,24.68,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.299999999999999
28.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.216944444444,3593581.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,24.0,3.84,2.0,0.0,998.216944444444,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.13,91.0,14.606,743.1,24.46,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.33
29.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.2175,3593583.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,9.0,3.84,64.0,0.0,998.2175,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,9.13,91.0,14.606,743.1,24.46,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.5,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.33
30.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.2175,3593583.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,9.0,3.84,64.0,0.0,998.2175,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.88999999999999,91.0,14.607,743.1,24.86,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.5,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.97000000000001
31.0,14.1,0.4,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.402121689533803,66.2,89.6,998.218055555556,3593585.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,22.0,3.84,181.0,0.0,998.218055555556,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.88999999999999,91.0,14.607,743.1,24.86,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.97000000000001
32.0,14.1,0.4,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.402121689533803,66.2,89.6,998.218055555556,3593585.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2529.0,3.84,22.0,3.84,181.0,0.0,998.218055555556,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.66000000000003,91.0,14.609,743.3,24.0,14.739,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,15.33999999999997
33.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.218611111111,3593587.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,9.0,3.84,2.0,0.0,998.218611111111,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.44999999999999,91.0,14.609,743.5,23.61,14.746,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.2998670317179739,15.160000000000009
34.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.218611111111,3593587.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,9.0,3.84,2.0,0.0,998.218611111111,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.44999999999999,91.0,14.609,743.5,23.61,14.746,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.2998670317179739,15.160000000000009
35.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.219166666667,3593589.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,12.0,3.84,61.0,0.0,998.219166666666,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.18000000000001,91.0,14.583,743.8,28.75,14.744,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,20.56999999999999
36.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.219166666667,3593589.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,12.0,3.84,61.0,0.0,998.219166666666,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.18000000000001,91.0,14.583,743.8,28.75,14.744,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5484102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,20.56999999999999
37.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.603182534300704,66.2,89.6,998.219722222222,3593591.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,12.0,3.84,64.0,0.0,998.219722222222,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.03000000000003,91.0,14.585,743.3,29.21,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.444,0.0,14.5484102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,21.17999999999997
38.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.603182534300704,66.2,89.6,998.219722222222,3593591.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,12.0,3.84,64.0,0.0,998.219722222222,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,8.03000000000003,91.0,14.585,743.3,29.21,14.746,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.444,0.0,14.5313197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.37483378964746683,21.17999999999997
39.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.603182534300704,66.2,89.6,998.220277777778,3593593.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,20.0,3.84,78.0,0.0,998.220277777778,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.82999999999998,91.0,14.584,743.6,29.41,14.748,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.444,0.0,14.5313197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,21.58000000000002
40.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,0.603182534300704,66.2,89.6,998.220277777778,3593593.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2524.0,3.84,20.0,3.84,78.0,0.0,998.220277777778,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.82999999999998,91.0,14.584,743.6,29.41,14.748,,,,,,,,,,,-0.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5303431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,21.58000000000002
41.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.603182534300704,66.2,89.6,998.220833333333,3593595.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2515.0,3.84,12.0,3.84,61.0,0.0,998.220833333333,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.69999999999999,91.0,14.601,742.8,28.98,14.768,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.443,0.0,14.5303431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,21.28000000000001
42.0,14.1,0.6,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.603182534300704,66.2,89.6,998.220833333333,3593595.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2515.0,3.84,12.0,3.84,61.0,0.0,998.220833333333,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.69999999999999,91.0,14.601,742.8,28.98,14.768,,,,,,,,,,,-1.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,21.28000000000001
43.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.221388888889,3593597.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2515.0,3.84,12.0,3.84,2.0,0.0,998.221388888889,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.31999999999999,91.0,14.583,742.8,48.47,14.766,,,,,,,,,,,-8.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5606177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,41.150000000000006
44.0,14.1,0.5,739.4,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.502652111917253,66.2,89.6,998.221388888889,3593597.0,0.0,0.0,5.13472222222222,4.10777777777778,3.85104166666667,1565.2,1524.9,1170.3,1103.7,0.0,0.0,0.0,0.0,738.0,2515.0,3.84,12.0,3.84,2.0,0.0,998.221388888889,0.0,62.0,69.8,68.0,52.0,70.7,76.1,72.5,67.1,7.31999999999999,91.0,14.583,742.8,48.47,14.766,,,,,,,,,,,-8.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.4,4.442,0.0,14.5210654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,21.0,22.5,24.0,19.499999999999996,20.0,21.999999999999996,,,0.0,0.0,0.0,0.4498005475769605,41.150000000000006
